STATE,DISTRICT,ISSUE
IL,Senate,JSON candidate NOT on SWC: Jeannie Evans (R) [slug: jeannie---evans]
IL,Senate,JSON candidate NOT on SWC: Jonathan Dean (D) [slug: jonathan---dean]
IL,Senate,JSON candidate NOT on SWC: Whitfield Harrington Jr (I) [slug: whitfield---harrington]
IL,Senate,JSON candidate NOT on SWC: Kevin Ryan (D) [slug: kevin---ryan]
IL,1,JSON candidate NOT on SWC: Errol Hewitt (D) [slug: errol---hewitt]
IL,2,JSON candidate NOT on SWC: Jesse Jackson Jr (D) [slug: jesse---jackson]
IL,2,JSON candidate NOT on SWC: Robert Peters (D) [slug: robert---peters]
IL,2,JSON candidate NOT on SWC: Calvin Coleman (R) [slug: calvin---coleman]
IL,2,JSON candidate NOT on SWC: Yumeka Brown (D) [slug: yumeka---brown]
IL,2,JSON candidate NOT on SWC: Robin Kelly (D) [slug: robin---kelly]
IL,2,JSON candidate NOT on SWC: Adal Regis (D) [slug: adal---regis]
IL,2,JSON candidate NOT on SWC: Eric France (D) [slug: eric---france]
IL,2,JSON candidate NOT on SWC: Willie Preston (D) [slug: willie---preston]
IL,2,JSON candidate NOT on SWC: Patrick Keating (D) [slug: patrick---keating]
IL,2,SWC candidate NOT in JSON: Michael Noack (R) [slug: michael---noack]
IL,3,JSON candidate NOT on SWC: Spomenka Vajic (R) [slug: spomenka---vajic]
IL,3,SWC candidate NOT in JSON: Angel Oakley (R) [slug: angel---oakley]
IL,4,JSON candidate NOT on SWC: Byron Sigcho Lopez (I) [slug: byron---sigcholopez]
IL,4,JSON candidate NOT on SWC: Mayra Macias (I) [slug: mayra---macias]
IL,4,JSON candidate NOT on SWC: Lindsay Church (I) [slug: lindsay---church]
IL,4,SWC candidate NOT in JSON: Lupe Castillo (R) [slug: lupe---castillo]
IL,5,JSON candidate NOT on SWC: Jonny Bishop (D) [slug: jonny---bishop]
IL,5,SWC candidate NOT in JSON: Tommy Hanson (?) [slug: tommy---hanson]
IL,6,JSON candidate NOT on SWC: Skylar Duensing (R) [slug: skylar---duensing]
IL,6,JSON candidate NOT on SWC: Joseph Ruzevich (D) [slug: joseph---ruzevich]
IL,7,JSON candidate NOT on SWC: Rory Hoskins (D) [slug: rory---hoskins]
IL,7,JSON candidate NOT on SWC: Danica Leigh (D) [slug: danica---leigh]
IL,7,JSON candidate NOT on SWC: Richard Boykin (D) [slug: richard---boykin]
IL,7,JSON candidate NOT on SWC: Jabari Taylor (I) [slug: jabari---taylor]
IL,7,JSON candidate NOT on SWC: Jazmin Robinson (D) [slug: jazmin---robinson]
IL,7,JSON candidate NOT on SWC: Melissa Conyears-Ervin (D) [slug: melissa---conyears-ervin]
IL,7,JSON candidate NOT on SWC: John Mccombs (D) [slug: john---mccombs]
IL,7,JSON candidate NOT on SWC: Kina Collins (D) [slug: kina---collins]
IL,7,JSON candidate NOT on SWC: Felix Tello (D) [slug: felix---tello]
IL,7,JSON candidate NOT on SWC: Patricia Easley (R) [slug: patricia---easley]
IL,7,JSON candidate NOT on SWC: David Ehrlich (D) [slug: david---ehrlich]
IL,7,JSON candidate NOT on SWC: Jason Friedman (D) [slug: jason---friedman]
IL,7,JSON candidate NOT on SWC: Anthony Driver Jr. (D) [slug: anthony---driver]
IL,7,JSON candidate NOT on SWC: Anabel Mendoza (D) [slug: anabel---mendoza]
IL,7,JSON candidate NOT on SWC: Reed Showalter (D) [slug: reed---showalter]
IL,7,JSON candidate NOT on SWC: Anita Rao M.D. (I) [slug: anita---rao]
IL,7,JSON candidate NOT on SWC: Thomas Fisher (D) [slug: thomas---fisher]
IL,7,SWC candidate NOT in JSON: Chad Koppie (R) [slug: chad---koppie]
IL,8,JSON candidate NOT on SWC: Yasmeen Bankole (D) [slug: yasmeen---bankole]
IL,8,JSON candidate NOT on SWC: Junaid Ahmed (D) [slug: junaid---ahmed]
IL,8,JSON candidate NOT on SWC: Mark Rice (R) [slug: mark---rice]
IL,8,JSON candidate NOT on SWC: Kevin Morrison (D) [slug: kevin---morrison]
IL,8,JSON candidate NOT on SWC: Dan Tully (D) [slug: dan---tully]
IL,8,JSON candidate NOT on SWC: Christ Kallas (D) [slug: christ---kallas]
IL,8,JSON candidate NOT on SWC: Neil Khot (D) [slug: neil---khot]
IL,8,JSON candidate NOT on SWC: Kevin Ake (R) [slug: kevin---ake]
IL,8,JSON candidate NOT on SWC: Raja Krishnamoorthi (D) [slug: raja---krishnamoorthi]
IL,8,JSON candidate NOT on SWC: Ryan Vetticad (D) [slug: ryan---vetticad]
IL,8,JSON candidate NOT on SWC: Sanjyot Dunung (D) [slug: sanjyot---dunung]
IL,9,JSON candidate NOT on SWC: Laura Fine (D) [slug: laura---fine]
IL,9,JSON candidate NOT on SWC: Mike Simmons (D) [slug: mike---simmons]
IL,9,JSON candidate NOT on SWC: Katherine Abughazaleh (D) [slug: katherine---abughazaleh]
IL,9,JSON candidate NOT on SWC: Dongbo Su (R) [slug: dongbo---su]
IL,9,JSON candidate NOT on SWC: Miracle Jenkins (D) [slug: miracle---jenkins]
IL,9,JSON candidate NOT on SWC: Bruce Leon (D) [slug: bruce---leon]
IL,9,JSON candidate NOT on SWC: Philip Andrew (D) [slug: philip---andrew]
IL,9,JSON candidate NOT on SWC: Howard Rosenblum (D) [slug: howard---rosenblum]
IL,9,JSON candidate NOT on SWC: Bushra Amiwala (D) [slug: bushra---amiwala]
IL,9,JSON candidate NOT on SWC: Sam Polan (D) [slug: sam---polan]
IL,9,JSON candidate NOT on SWC: Delila Barrera (I) [slug: delila---barrera]
IL,9,JSON candidate NOT on SWC: Justin Ford (D) [slug: justin---ford]
IL,9,JSON candidate NOT on SWC: Jill Manrique (D) [slug: jill---manrique]
IL,9,JSON candidate NOT on SWC: Khai-Hoan Huynh (D) [slug: khai-hoan---huynh]
IL,9,JSON candidate NOT on SWC: Paul Friedman (R) [slug: paul---friedman]
IL,9,SWC candidate NOT in JSON: John Elleson (R) [slug: john---elleson]
IL,11,JSON candidate NOT on SWC: Charles Kim (R) [slug: charles---kim]
IL,11,JSON candidate NOT on SWC: Ret. Pierce (R) [slug: michael---pierce]
IL,11,JSON candidate NOT on SWC: Stacy Mccaskill (I) [slug: stacy---mccaskill]
IL,11,JSON candidate NOT on SWC: Matthew Durr (I) [slug: matthew---durr]
IL,12,JSON candidate NOT on SWC: Michael Tabacchi (R) [slug: michael---tabacchi]
IL,13,JSON candidate NOT on SWC: Dylan Blaha (D) [slug: dylan---blaha]
IL,13,JSON candidate NOT on SWC: Joshua Loyd (R) [slug: joshua---loyd]
IL,14,JSON candidate NOT on SWC: Gary Vician (R) [slug: gary---vician]
IL,14,JSON candidate NOT on SWC: Jed Davis (R) [slug: jed---davis]
IL,15,JSON candidate NOT on SWC: Anthony Barnes (D) [slug: anthony---barnes]
IL,15,JSON candidate NOT on SWC: Paul Davis Jr (D) [slug: paul---davis]
IL,15,JSON candidate NOT on SWC: Ryan Tebrugge (R) [slug: ryan---tebrugge]
IL,15,JSON candidate NOT on SWC: Judy Bowlby (R) [slug: judy---bowlby]
IL,16,JSON candidate NOT on SWC: Joe Albright (D) [slug: joe---albright]
IL,17,JSON candidate NOT on SWC: Julie Bickelhaupt (R) [slug: julie---bickelhaupt]
IN,Senate,JSON candidate NOT on SWC: Carmen Green (I) [slug: carmen---green]
IN,1,JSON candidate NOT on SWC: Jennifer-Ruth Green (R) [slug: jennifer-ruth---green]
IN,1,JSON candidate NOT on SWC: Joshua Coulter (D) [slug: joshua---coulter]
IN,1,SWC candidate NOT in JSON: David Ruiz (R) [slug: david---ruiz]
IN,4,JSON candidate NOT on SWC: Anthony Hustedt-Mai (R) [slug: anthony---hustedt-mai]
IN,4,SWC candidate NOT in JSON: Joseph Mackey (D) [slug: joseph---mackey]
IN,5,JSON candidate NOT on SWC: Todd Shelton (D) [slug: todd---shelton]
IN,5,SWC candidate NOT in JSON: Tara Nelson (D) [slug: tara---nelson]
IN,7,JSON candidate NOT on SWC: Aleem Young (D) [slug: aleem---young]
IN,8,SWC candidate NOT in JSON: Christopher Rector (D) [slug: christopher---rector]
KS,Senate,SWC candidate NOT in JSON: Christy Davis (D) [slug: christy---davis]
KS,Senate,SWC candidate NOT in JSON: Chase Laporte (R) [slug: chase---laporte]
KS,Senate,SWC candidate NOT in JSON: Michael Soetaert (D) [slug: michael---soetaert]
KS,Senate,Name mismatch (same slug 'lois---parelkar'): JSON='Lois Parelkar' SWC='Anne Parelkar'
KS,1,JSON candidate NOT on SWC: Craig Musser (I) [slug: craig---musser]
KS,2,JSON candidate NOT on SWC: Don Coover (D) [slug: don---coover]
KS,3,JSON candidate NOT on SWC: Blake Stanley (R) [slug: blake---stanley]
KS,4,JSON candidate NOT on SWC: Jordan Mitchell (D) [slug: jordan---mitchell]
KS,4,JSON candidate NOT on SWC: Paul Catanese (I) [slug: paul---catanese]
KY,Senate,JSON candidate NOT on SWC: Donald Wenzel (R) [slug: donald---wenzel]
KY,Senate,JSON candidate NOT on SWC: Joel Willett (D) [slug: joel---willett]
KY,Senate,JSON candidate NOT on SWC: Christopher Campbell (I) [slug: christopher---campbell]
KY,Senate,SWC candidate NOT in JSON: Vincent Thompson (D) [slug: vincent---thompson]
KY,1,JSON candidate NOT on SWC: David Sims (R) [slug: david---sims]
KY,2,JSON candidate NOT on SWC: G. Perry-Adelmann (R) [slug: g---perry-adelmann]
KY,3,JSON candidate NOT on SWC: Maria Rodriguez (R) [slug: maria---rodriguez]
KY,4,JSON candidate NOT on SWC: Jackson Dennis (R) [slug: jackson---dennis]
KY,4,JSON candidate NOT on SWC: Monica Dean (D) [slug: monica---dean]
KY,4,JSON candidate NOT on SWC: Robert Wells (R) [slug: robert---wells]
KY,5,JSON candidate NOT on SWC: Kevin Smith (R) [slug: kevin---smith]
KY,5,JSON candidate NOT on SWC: Benjamin Ruvolo-Hurley (R) [slug: benjamin---ruvolo-hurley]
KY,5,SWC candidate NOT in JSON: Brandon Monhollen (R) [slug: brandon---monhollen]
KY,5,SWC candidate NOT in JSON: Billy Wilson (I) [slug: billy---wilson]
KY,6,JSON candidate NOT on SWC: Andy Barr (R) [slug: garland---barr]
KY,6,JSON candidate NOT on SWC: Corey Edwards (D) [slug: corey---edwards]
KY,6,JSON candidate NOT on SWC: Peter Lynch (I) [slug: peter---lynch]
KY,6,JSON candidate NOT on SWC: Deanna Gordon (R) [slug: deanna---gordon]
KY,6,JSON candidate NOT on SWC: Adam Arquette (R) [slug: adam---arquette]
KY,6,JSON candidate NOT on SWC: Steve Shannon (R) [slug: steve---shannon]
LA,Senate,JSON candidate NOT on SWC: Tracie Burke (D) [slug: tracie---burke]
LA,Senate,JSON candidate NOT on SWC: Jabarie Walker (D) [slug: jabarie---walker]
LA,Senate,JSON candidate NOT on SWC: Tracy Dendy (R) [slug: tracy---dendy]
LA,Senate,JSON candidate NOT on SWC: Samuel Wyatt (R) [slug: samuel---wyatt]
LA,Senate,JSON candidate NOT on SWC: Julie Emerson (R) [slug: julie---emerson]
LA,Senate,JSON candidate NOT on SWC: Blake Miguez (R) [slug: blake---miguez]
LA,Senate,JSON candidate NOT on SWC: Kathy Seiden (R) [slug: kathy---seiden]
LA,Senate,JSON candidate NOT on SWC: Markeda Cottonham (R) [slug: markeda---cottonham]
LA,Senate,JSON candidate NOT on SWC: Christopher Holder (R) [slug: christopher---holder]
LA,Senate,JSON candidate NOT on SWC: Eric Skrmetta (R) [slug: eric---skrmetta]
LA,Senate,SWC candidate NOT in JSON: Julia Letlow (R) [slug: julia---letlow]
LA,1,JSON candidate NOT on SWC: Donna Major (D) [slug: donna---major]
LA,3,SWC candidate NOT in JSON: Tia Lebrun (D) [slug: tia---lebrun]
LA,5,JSON candidate NOT on SWC: Dixon Mcmakin (R) [slug: dixon---mcmakin]
LA,5,JSON candidate NOT on SWC: Carl Smith Jr. (R) [slug: carl---smith]
LA,5,JSON candidate NOT on SWC: Lindsay Garcia (D) [slug: lindsay---garcia]
LA,5,JSON candidate NOT on SWC: Stewart Cathey Jr. (R) [slug: stewart---cathey]
LA,5,SWC candidate NOT in JSON: Blake Miguez (R) [slug: blake---miguez]
LA,5,SWC candidate NOT in JSON: Samuel Wyatt (R) [slug: samuel---wyatt]
LA,6,JSON candidate NOT on SWC: Anjanita Appeaning (R) [slug: anjanita---appeaning]
MA,Senate,JSON candidate NOT on SWC: Nathan Bech (R) [slug: nathan---bech]
MA,Senate,SWC candidate NOT in JSON: Seth Moulton (D) [slug: seth---moulton]
MA,Senate,Party mismatch for 'Joseph Tache': JSON=I SWC=?
MA,3,JSON candidate NOT on SWC: Kevin Ades (I) [slug: kevin---ades]
MA,3,JSON candidate NOT on SWC: Gaige Clark (D) [slug: gaige---clark]
MA,4,JSON candidate NOT on SWC: Matthew Cook (I) [slug: matthew---cook]
MA,4,JSON candidate NOT on SWC: Christopher Boyd (D) [slug: christopher---boyd]
MA,4,JSON candidate NOT on SWC: Ihssane Leckey (D) [slug: ihssane---leckey]
MA,5,JSON candidate NOT on SWC: Tarik Samman (D) [slug: tarik---samman]
MA,6,JSON candidate NOT on SWC: Seth Moulton (D) [slug: seth---moulton]
MA,6,JSON candidate NOT on SWC: Micah Jones (R) [slug: micah---jones]
MA,6,JSON candidate NOT on SWC: John Field (R) [slug: john---field]
MA,8,JSON candidate NOT on SWC: Walter Grochowski (R) [slug: walter---grochowski]
MA,8,JSON candidate NOT on SWC: Aj Zylberfink (D) [slug: andrew---zylberfink]
MA,9,JSON candidate NOT on SWC: Robert Macallister (R) [slug: robert---macallister]
MD,2,JSON candidate NOT on SWC: Ryan Metzgar (R) [slug: ryan---metzgar]
MD,2,JSON candidate NOT on SWC: Gerard Wittstadt Jr (R) [slug: gerard---wittstadt]
MD,2,JSON candidate NOT on SWC: Enrico Bailey Jr (D) [slug: enrico---bailey]
MD,3,JSON candidate NOT on SWC: Sean Hammond (D) [slug: sean---hammond]
MD,3,JSON candidate NOT on SWC: Jennifer Cross (D) [slug: jennifer---cross]
MD,3,JSON candidate NOT on SWC: Felix Seier (D) [slug: felix---seier]
MD,5,JSON candidate NOT on SWC: David Sundberg (D) [slug: david---sundberg]
MD,5,JSON candidate NOT on SWC: Jerry Lightfoot (D) [slug: jerry---lightfoot]
MD,5,JSON candidate NOT on SWC: Mildred Hall (I) [slug: mildred---hall]
MD,5,JSON candidate NOT on SWC: Kenneth Simons (D) [slug: kenneth---simons]
MD,5,SWC candidate NOT in JSON: Harry Dunn (D) [slug: harry--dunn]
MD,5,SWC candidate NOT in JSON: Reuben Collins II (D) [slug: reuben---collins]
MD,5,SWC candidate NOT in JSON: Alexis Solis (D) [slug: alexis---solis]
MD,6,JSON candidate NOT on SWC: Alexis Goldstein (D) [slug: alexis---goldstein]
MD,6,SWC candidate NOT in JSON: George Gluck (D) [slug: george---gluck]
MD,7,JSON candidate NOT on SWC: Hadley Anthony (D) [slug: hadley---anthony]
MD,7,JSON candidate NOT on SWC: Theo Gillespie (D) [slug: theo---gillespie]
MD,8,JSON candidate NOT on SWC: K. Mpambara Cox (R) [slug: k---mpambaracox]
ME,Senate,JSON candidate NOT on SWC: Phillip Rench (I) [slug: phillip---rench]
ME,Senate,JSON candidate NOT on SWC: Jordan Wood (D) [slug: jordan---wood]
ME,Senate,JSON candidate NOT on SWC: Dan Kleban (D) [slug: dan---kleban]
ME,Senate,JSON candidate NOT on SWC: Daira Rodriguez (D) [slug: daira---rodriguez]
ME,Senate,JSON candidate NOT on SWC: Carmem Calabrese (R) [slug: carmem---calabrese]
ME,Senate,JSON candidate NOT on SWC: Carmen Calabrese (R) [slug: carmen---calabrese]
ME,Senate,JSON candidate NOT on SWC: Tucker Favreau (D) [slug: tucker---favreau]
ME,Senate,SWC candidate NOT in JSON: Ethan Alcorn (I) [slug: ethan---alcorn]
ME,Senate,SWC candidate NOT in JSON: Janet Trafton Mills (D) [slug: janet---mills]
ME,1,JSON candidate NOT on SWC: Eric Small (R) [slug: eric---small]
ME,1,JSON candidate NOT on SWC: Tiffany Roberts (D) [slug: tiffany---roberts]
ME,2,JSON candidate NOT on SWC: James Clark (R) [slug: james---clark]
ME,2,SWC candidate NOT in JSON: Jordan Wood (D) [slug: jordan---wood]
MI,Senate,JSON candidate NOT on SWC: Joseph Tate (D) [slug: joseph---tate]
MI,Senate,SWC candidate NOT in JSON: Haley Stevens (D) [slug: haley---stevens]
MI,Senate,SWC candidate NOT in JSON: Andrew Kamal (R) [slug: andrew---kamal]
MI,1,SWC candidate NOT in JSON: Matthew Denotter (R) [slug: matthew---denotter]
MI,3,SWC candidate NOT in JSON: Terri Deboer (R) [slug: terri---deboer]
MI,4,JSON candidate NOT on SWC: Jessica Swartz (D) [slug: jessica---swartz]
MI,6,JSON candidate NOT on SWC: Jason Cloutier (D) [slug: jason---cloutier]
MI,9,JSON candidate NOT on SWC: Daltson Atwell (R) [slug: daltson---atwell]
MI,10,JSON candidate NOT on SWC: Alexander Hawkins (D) [slug: alexander---hawkins]
MI,11,JSON candidate NOT on SWC: John Torres (D) [slug: john---torres]
MI,11,JSON candidate NOT on SWC: Anil Kumar (D) [slug: anil---kumar]
MI,11,JSON candidate NOT on SWC: Haley Stevens (D) [slug: haley---stevens]
MI,11,JSON candidate NOT on SWC: Mike Steger (R) [slug: mike---steger]
MI,12,JSON candidate NOT on SWC: Byron Nolen (D) [slug: byron---nolen]
MI,12,SWC candidate NOT in JSON: Shanelle Jackson (D) [slug: shanelle---jackson]
MI,13,JSON candidate NOT on SWC: Articia Bomer (R) [slug: articia---bomer]
MI,13,JSON candidate NOT on SWC: Nazmul Hassan (D) [slug: nazmul---hassan]
MI,13,JSON candidate NOT on SWC: Adam Hollier (D) [slug: adam---hollier]
MN,Senate,JSON candidate NOT on SWC: Melisa Lopez Franzen (D) [slug: melisa---lopezfranzen]
MN,Senate,SWC candidate NOT in JSON: Angie Craig (D) [slug: angie---craig]
MN,Senate,Name mismatch (same slug 'margaret---flanagan'): JSON='Margaret Flanagan' SWC='Peggy Flanagan'
MN,2,JSON candidate NOT on SWC: Angie Craig (D) [slug: angie---craig]
MN,3,JSON candidate NOT on SWC: Jeremy Westby (R) [slug: jeremy---westby]
MN,4,JSON candidate NOT on SWC: Aswar Rahman (D) [slug: aswar---rahman]
MN,4,JSON candidate NOT on SWC: Paul Wikstrom (R) [slug: paul---wikstrom]
MN,5,JSON candidate NOT on SWC: Latonya Reeves (D) [slug: latonya---reeves]
MN,5,JSON candidate NOT on SWC: Develle Jackson (I) [slug: develle---jackson]
MN,6,JSON candidate NOT on SWC: Jeremy Wicklund (D) [slug: jeremy---wicklund]
MN,6,JSON candidate NOT on SWC: Doug Chapin (D) [slug: doug---chapin]
MN,6,SWC candidate NOT in JSON: Austin Winkelman (I) [slug: austin---winkelman]
MN,8,JSON candidate NOT on SWC: Chad Mckenna (D) [slug: chad---mckenna]
MN,8,SWC candidate NOT in JSON: Emanuel Anastos (D) [slug: emanuel---anastos]
MO,1,JSON candidate NOT on SWC: A White (R) [slug: a---white]
MO,2,JSON candidate NOT on SWC: Ryan Sheridan (R) [slug: ryan---sheridan]
MO,2,JSON candidate NOT on SWC: Nicholas Vivio (D) [slug: nicholas---vivio]
MO,2,SWC candidate NOT in JSON: Matthew Grant (R) [slug: matthew---grant]
MO,5,JSON candidate NOT on SWC: Robert Foltz (R) [slug: robert---foltz]
MO,5,JSON candidate NOT on SWC: Todd Becker (I) [slug: todd---becker]
MO,5,JSON candidate NOT on SWC: Jordan Herrera (D) [slug: jordan---herrera]
MO,6,JSON candidate NOT on SWC: Sam Graves Jr. (R) [slug: sam---graves]
MS,2,SWC candidate NOT in JSON: Bennie Foster (I) [slug: bennie---foster]
MS,3,JSON candidate NOT on SWC: Shaun Mcinnish (I) [slug: shaun---mcinnish]
MS,3,JSON candidate NOT on SWC: Justin James (R) [slug: justin---james]
MS,3,Party mismatch for 'Erik Kiehle': JSON=I SWC=?
MS,4,JSON candidate NOT on SWC: Boyanton Carl (I) [slug: boyanton---carl]
MT,Senate,JSON candidate NOT on SWC: Kyle Austin (I) [slug: kyle---austin]
MT,Senate,SWC candidate NOT in JSON: Kurt Alme (R) [slug: kurt---alme]
MT,Senate,SWC candidate NOT in JSON: Seth Bodnar (I) [slug: seth---bodnar]
MT,Senate,SWC candidate NOT in JSON: Christopher Kehoe (D) [slug: christopher---kehoe]
MT,Senate,SWC candidate NOT in JSON: Charles Walkingchild Sr (R) [slug: charles---walkingchild]
MT,1,SWC candidate NOT in JSON: Aaron Flint (R) [slug: aaron---flint]
MT,1,SWC candidate NOT in JSON: Christi Jacobsen (R) [slug: christi---jacobsen]
MT,2,JSON candidate NOT on SWC: Brian Miller (D) [slug: brian---miller]
NC,Senate,JSON candidate NOT on SWC: Alyssia Hammond (D) [slug: alyssia---hammond]
NC,Senate,SWC candidate NOT in JSON: Shannon Bray (?) [slug: shannon---bray]
NC,Senate,Party mismatch for 'Brian Mcginnis': JSON=I SWC=?
NC,1,JSON candidate NOT on SWC: Sandy Roberson (R) [slug: sandy---roberson]
NC,2,JSON candidate NOT on SWC: Robert Bennett (D) [slug: robert---bennett]
NC,3,JSON candidate NOT on SWC: Chris Schulte (D) [slug: chris---schulte]
NC,6,JSON candidate NOT on SWC: Tavin Felton-Stackhouse (D) [slug: tavin---felton-stackhouse]
NC,7,JSON candidate NOT on SWC: Maad Abu-Ghazalah (I) [slug: maad---abu-ghazalah]
NC,7,JSON candidate NOT on SWC: Michael Henry (I) [slug: michael---henry]
NC,9,JSON candidate NOT on SWC: Tita Hunter-Herod (I) [slug: tita---hunter-herod]
NC,11,JSON candidate NOT on SWC: Jonathan Connors (I) [slug: jonathan---connors]
NC,11,JSON candidate NOT on SWC: Christopher Harjes (D) [slug: christopher---harjes]
NC,11,JSON candidate NOT on SWC: Morris Davis (D) [slug: morris---davis]
NC,11,JSON candidate NOT on SWC: Madison Cawthorn (R) [slug: david---cawthorn]
NC,11,JSON candidate NOT on SWC: Jacob Lawrence (D) [slug: jacob---lawrence]
NC,12,JSON candidate NOT on SWC: John Codiga (R) [slug: john---codiga]
NC,12,JSON candidate NOT on SWC: Charay Smith (I) [slug: charay---smith]
NC,12,JSON candidate NOT on SWC: Ryan Rabah (I) [slug: ryan---rabah]
NC,13,JSON candidate NOT on SWC: Josh Mcconkey (R) [slug: josh---mcconkey]
NC,13,JSON candidate NOT on SWC: Wiley Nickel (D) [slug: wiley---nickel]
NC,13,Party mismatch for 'Anthony Aguilar': JSON=I SWC=?
ND,At-Large,SWC candidate NOT in JSON: Alex Balazs (R) [slug: alex---balazs]
NE,2,JSON candidate NOT on SWC: Brett Lindstrom (R) [slug: brett---lindstrom]
NE,2,JSON candidate NOT on SWC: Mark Johnston (D) [slug: mark---johnston]
NH,Senate,JSON candidate NOT on SWC: Dan Innis (R) [slug: dan---innis]
NH,Senate,SWC candidate NOT in JSON: Chris Pappas (D) [slug: chris---pappas]
NH,1,JSON candidate NOT on SWC: Chris Bright (R) [slug: chris---bright]
NH,1,JSON candidate NOT on SWC: Chris Pappas (D) [slug: chris---pappas]
NH,2,JSON candidate NOT on SWC: Christopher Tardif (D) [slug: christopher---tardif]
NJ,Senate,JSON candidate NOT on SWC: Alex Zdan (R) [slug: alex---zdan]
NJ,Senate,JSON candidate NOT on SWC: Gregory Tomaini (D) [slug: gregory---tomaini]
NJ,Senate,JSON candidate NOT on SWC: Lisa Mccormick (D) [slug: lisa---mccormick]
NJ,Senate,JSON candidate NOT on SWC: Richard Tabor Sr (R) [slug: richard---tabor]
NJ,Senate,JSON candidate NOT on SWC: Michael Misseri (I) [slug: michael---misseri]
NJ,Senate,JSON candidate NOT on SWC: Saxon Callahan (D) [slug: saxon---callahan]
NJ,Senate,JSON candidate NOT on SWC: Chris Fields (D) [slug: chris---fields]
NJ,Senate,JSON candidate NOT on SWC: Michael Estrada (I) [slug: michael---estrada]
NJ,Senate,JSON candidate NOT on SWC: Natalie Rivera (R) [slug: natalie---rivera]
NJ,Senate,SWC candidate NOT in JSON: Robert Lebovics (R) [slug: robert---lebovics]
NJ,Senate,SWC candidate NOT in JSON: Justin Murphy (R) [slug: justin---murphy]
NJ,1,JSON candidate NOT on SWC: Lonnie Affrime (D) [slug: lonnie---affrime]
NJ,3,JSON candidate NOT on SWC: Jason Cullen (R) [slug: jason---cullen]
NJ,4,JSON candidate NOT on SWC: Peter Linardakis (D) [slug: peter---linardakis]
NJ,4,JSON candidate NOT on SWC: Robert English (D) [slug: robert---english]
NJ,5,JSON candidate NOT on SWC: Chandiha Gajapathy (R) [slug: chandiha---gajapathy]
NJ,5,JSON candidate NOT on SWC: Adam Rueda (I) [slug: adam---rueda]
NJ,7,JSON candidate NOT on SWC: Gregory Vartan III (D) [slug: gregory---vartan]
NJ,7,JSON candidate NOT on SWC: Tom Malinowski (D) [slug: tom---malinowski]
NJ,7,JSON candidate NOT on SWC: Beth Adubato (D) [slug: beth---adubato]
NJ,7,JSON candidate NOT on SWC: Megan O'Rourke (D) [slug: megan---orourke]
NJ,9,JSON candidate NOT on SWC: Rosemary Pino (R) [slug: rosemary---pino]
NJ,11,JSON candidate NOT on SWC: Joseph Lewis II (D) [slug: joseph---lewis]
NJ,11,JSON candidate NOT on SWC: Cammie Croft (D) [slug: cammie---croft]
NJ,11,JSON candidate NOT on SWC: Kennedy Pivnick (D) [slug: kennedy---pivnick]
NJ,11,JSON candidate NOT on SWC: Alan Bond (I) [slug: alan---bond]
NJ,11,JSON candidate NOT on SWC: Marc Chaaban (D) [slug: marc---chaaban]
NJ,11,SWC candidate NOT in JSON: Tom Malinowski (D) [slug: tom---malinowski]
NJ,12,JSON candidate NOT on SWC: Bonnie Watson Coleman (D) [slug: bonnie---watsoncoleman]
NJ,12,JSON candidate NOT on SWC: Michael Anderson (D) [slug: michael---anderson]
NJ,12,JSON candidate NOT on SWC: Andrew Zaborney (R) [slug: andrew---zaborney]
NJ,12,JSON candidate NOT on SWC: Raymond Heck (D) [slug: raymond---heck]
NJ,12,JSON candidate NOT on SWC: Richard Morales (D) [slug: richard---morales]
NJ,12,JSON candidate NOT on SWC: Iziah Thompson (D) [slug: iziah---thompson]
NJ,12,JSON candidate NOT on SWC: Tennille Mccoy (D) [slug: tennille---mccoy]
NJ,12,JSON candidate NOT on SWC: Matthew Adams (D) [slug: matthew---adams]
NJ,12,JSON candidate NOT on SWC: Gregg Mele (R) [slug: gregg---mele]
NJ,12,JSON candidate NOT on SWC: Andres Jinete (I) [slug: andres---jinete]
NJ,12,JSON candidate NOT on SWC: Shanel Robinson (D) [slug: shanel---robinson]
NM,Senate,JSON candidate NOT on SWC: Matt Dodson (D) [slug: matt---dodson]
NM,Senate,JSON candidate NOT on SWC: Cameron Chick Sr. (I) [slug: cameron---chick]
NM,Senate,JSON candidate NOT on SWC: Toby Smith (I) [slug: toby---smith]
NM,1,JSON candidate NOT on SWC: Steve Jones (R) [slug: steve---jones]
NM,2,JSON candidate NOT on SWC: Greg Cunningham (R) [slug: greg---cunningham]
NM,2,JSON candidate NOT on SWC: Tom Wakely (D) [slug: tom---wakely]
NM,3,JSON candidate NOT on SWC: Martin Zamora (R) [slug: martin---zamora]
NV,1,JSON candidate NOT on SWC: Keith Hanoff (R) [slug: keith---hanoff]
NV,1,JSON candidate NOT on SWC: Afzal Khan (R) [slug: afzal---khan]
NV,1,JSON candidate NOT on SWC: Anthony Thomas Jr. (I) [slug: anthony---thomas]
NV,1,JSON candidate NOT on SWC: Marie Arnold (R) [slug: marie---arnold]
NV,1,JSON candidate NOT on SWC: Gabriel Cornejo (D) [slug: gabriel---cornejo]
NV,1,Party mismatch for 'J Houston II': JSON=I SWC=?
NV,2,JSON candidate NOT on SWC: Mark Jolle (D) [slug: mark---jolle]
